annee;mois;jour;heure;N2aixa;N2aixc;N2cinq;N2plom;N2raba;N2stlo;O3aixa;O3aixp;O3cinq;PCaixa;PCaixc;PCcinq;PCraba;PCstlo;Aix VV
2015;6;20;2;12;24;5;21;6;11;77;87;89;14;14;14;17;13;0.5
2015;6;20;3;13;21;5;33;8;12;70;71;88;14;12;13;14;14;1.1
2015;6;20;4;13;16;7;47;8;17;58;58;85;16;10;13;17;13;0.7
2015;6;20;5;18;20;21;63;16;24;43;53;67;14;11;12;20;13;0
2015;6;20;6;34;60;20;59;18;37;39;49;69;15;25;12;15;14;0.5
2015;6;20;7;48;62;12;64;15;26;33;68;79;18;22;12;16;17;0
2015;6;20;8;30;69;9;75;14;21;58;80;86;19;20;11;16;13;0.9
2015;6;20;9;12;34;11;85;23;21;85;89;90;13;13;13;16;16;1.2
2015;6;20;10;7;23;12;93;32;22;93;91;95;9;13;13;0;16;2.4
2015;6;20;11;9;31;13;98;26;20;94;95;100;12;16;15;23;15;2.7
2015;6;20;12;9;31;15;73;22;21;97;97;102;18;42;15;20;20;4.2
2015;6;20;13;9;27;9;65;24;19;99;99;105;20;16;16;24;18;5.6
2015;6;20;14;10;36;7;54;23;17;100;103;108;20;28;17;27;23;8.1
2015;6;20;15;10;29;6;53;18;16;96;98;102;25;29;25;29;21;6.9
2015;6;20;16;9;24;8;54;18;16;93;96;98;25;23;22;29;25;7.2
2015;6;20;17;8;29;8;52;22;17;96;97;99;22;27;26;31;29;7.8
2015;6;20;18;10;41;10;57;30;15;95;99;95;19;16;26;30;29;7
2015;6;20;19;11;32;10;39;14;16;93;99;92;15;18;32;33;31;4.1
2015;6;20;20;8;24;9;23;10;15;95;99;95;17;30;20;29;34;4.2
2015;6;20;21;6;14;7;40;10;12;95;98;92;18;17;21;18;19;5.4
2015;6;20;22;7;17;9;44;25;13;91;92;88;13;15;13;17;16;3.8
2015;6;20;23;9;24;7;50;14;13;90;95;88;14;13;12;16;14;3.9
2015;6;21;0;14;27;8;32;10;13;80;91;86;12;12;9;15;13;0.9
2015;6;21;1;13;21;9;40;11;16;0;0;0;15;12;7;15;12;0.5
2015;6;21;2;12;18;6;25;8;16;76;83;83;14;14;10;15;13;1.6
2015;6;21;3;8;13;5;19;5;16;74;70;85;10;17;11;15;13;0
2015;6;21;4;14;12;5;16;37;17;55;70;83;12;15;8;13;12;0.5
2015;6;21;5;8;7;16;51;38;23;73;68;66;17;13;9;16;16;0
2015;6;21;6;10;24;20;51;42;23;67;63;65;16;15;11;18;13;0
2015;6;21;7;25;28;18;47;22;26;46;69;75;20;13;11;23;14;1.7
2015;6;21;8;16;33;17;63;24;27;72;77;75;19;19;9;16;14;0.6
2015;6;21;9;7;18;18;76;37;28;89;81;80;13;11;12;18;14;2
2015;6;21;10;8;31;20;80;35;22;97;96;87;17;11;14;19;15;1.3
2015;6;21;11;10;40;18;68;29;25;104;104;106;16;19;18;21;11;1.9
2015;6;21;12;7;28;10;45;31;26;103;103;117;15;18;18;26;14;1.5
2015;6;21;13;6;23;9;45;36;38;94;95;115;16;16;13;21;14;2.1
2015;6;21;14;7;30;7;39;54;29;85;86;109;17;12;13;19;13;2.8
2015;6;21;15;9;39;12;56;58;27;77;82;99;19;14;12;25;12;4.4
2015;6;21;16;12;36;13;73;22;23;73;77;78;17;10;13;21;12;4.7
2015;6;21;17;14;30;10;70;12;21;73;77;78;12;19;10;17;11;3.8
2015;6;21;18;18;44;12;80;25;23;70;77;74;17;9;9;16;18;4.9
2015;6;21;19;23;55;22;84;23;28;63;75;64;12;12;11;17;19;3.5
2015;6;21;20;33;66;21;59;30;40;49;55;65;13;16;12;15;19;2.2
2015;6;21;21;25;62;30;63;36;34;55;58;51;16;19;10;18;12;1.3
2015;6;21;22;30;57;33;82;26;47;46;43;42;15;19;15;22;34;1.9
2015;6;21;23;46;57;39;86;41;46;26;44;34;24;24;18;21;27;0.7
2015;6;22;0;56;53;46;87;58;41;8;42;28;25;28;23;28;11;0
2015;6;22;1;46;23;35;68;54;30;0;0;0;22;12;22;28;13;1.1
2015;6;22;2;21;19;35;61;59;28;23;31;28;20;13;18;31;16;0
2015;6;22;3;19;15;32;56;56;34;24;33;33;21;15;20;28;16;0.8
2015;6;22;4;17;13;32;64;54;46;26;17;22;18;14;12;36;17;0
2015;6;22;5;27;29;44;72;70;72;15;7;12;18;20;16;48;32;0
2015;6;22;6;51;59;48;100;83;87;2;18;17;21;26;25;52;38;0
2015;6;22;7;59;75;53;116;87;82;13;38;24;29;32;26;58;50;0
2015;6;22;8;70;81;74;125;117;83;17;62;24;31;31;32;59;48;0.9
2015;6;22;9;20;67;63;130;118;78;70;74;39;29;26;45;71;35;1.1
2015;6;22;10;10;41;31;121;61;68;80;76;71;16;13;30;63;43;2
2015;6;22;11;12;52;18;122;87;49;91;85;101;19;18;24;45;30;2.4
2015;6;22;12;16;40;28;134;106;43;97;107;103;24;22;21;44;24;3.3
2015;6;22;13;17;57;22;125;108;43;110;107;122;21;20;24;39;29;2.8
2015;6;22;14;20;57;30;142;75;68;114;122;135;15;29;25;35;30;2.8
2015;6;22;15;23;42;32;144;68;78;105;114;121;18;22;25;32;28;3.1
2015;6;22;16;22;57;39;144;61;57;91;102;90;17;10;19;31;27;3.5
2015;6;22;17;26;67;39;121;50;65;82;93;83;20;16;22;29;22;3.5
2015;6;22;18;28;51;10;67;48;56;84;94;103;22;16;13;29;21;2.6
2015;6;22;19;30;48;9;54;44;31;86;98;94;0;18;15;29;20;2.7
2015;6;22;20;15;41;7;41;34;30;89;94;89;0;45;18;30;20;1.9
2015;6;22;21;11;26;8;63;43;31;88;93;88;0;25;17;29;18;1.9
2015;6;22;22;15;19;4;44;30;29;86;96;92;23;22;17;34;21;1.6
2015;6;22;23;9;17;2;35;23;28;98;103;92;25;41;16;28;16;2.3
2015;6;23;0;9;10;2;31;21;25;94;100;93;30;32;18;28;19;1.2
2015;6;23;1;5;6;1;22;13;20;0;0;0;33;27;21;27;31;0.5
2015;6;23;2;7;15;4;49;11;23;93;81;89;27;27;17;23;20;0.5
2015;6;23;3;7;25;5;48;32;35;84;49;84;31;32;19;28;26;0.5
2015;6;23;4;8;20;13;74;44;45;70;43;60;28;41;20;29;26;0
2015;6;23;5;15;35;34;100;71;66;55;42;53;26;55;21;38;43;1
2015;6;23;6;43;65;40;124;65;42;27;51;58;29;40;27;52;27;0.6
2015;6;23;7;35;78;42;147;93;54;46;58;52;40;41;30;39;33;1.5
2015;6;23;8;24;75;37;99;74;47;68;81;62;35;37;33;51;34;1.6
2015;6;23;9;15;61;26;107;37;44;85;86;94;30;31;37;48;37;2.4
2015;6;23;10;14;62;28;100;32;35;90;91;88;25;31;35;46;44;3.1
2015;6;23;11;15;63;20;95;28;35;92;91;100;16;27;34;49;31;3.7
2015;6;23;12;12;45;16;88;27;33;85;87;97;19;18;35;43;26;5.2
2015;6;23;13;13;47;19;102;25;32;77;76;87;18;20;22;29;23;6.6
2015;6;23;14;11;36;20;94;27;29;70;71;80;23;26;21;26;20;5
2015;6;23;15;15;54;18;110;26;26;70;76;80;17;30;22;26;21;4.6
2015;6;23;16;15;57;15;93;27;25;77;82;83;21;25;15;25;20;4.6
2015;6;23;17;14;66;15;102;28;27;79;86;85;20;19;13;0;17;6.7
2015;6;23;18;14;54;14;72;35;24;80;88;82;15;16;12;21;16;4
2015;6;23;19;16;58;16;65;28;27;81;87;81;0;10;12;20;17;4.7
2015;6;23;20;10;35;14;41;26;26;84;88;85;0;17;9;18;16;3.1
2015;6;23;21;10;40;10;44;16;18;86;86;88;11;18;9;15;15;3.7
2015;6;23;22;12;41;15;47;16;16;81;79;80;11;11;12;16;10;2.4
2015;6;23;23;5;13;12;39;13;18;88;73;79;16;10;11;12;10;2.8
2015;6;24;0;5;13;9;32;11;20;85;87;81;12;8;11;11;12;1.1
2015;6;24;1;5;7;7;26;11;16;0;0;0;12;9;11;11;9;1.1
2015;6;24;2;11;14;6;31;8;15;73;77;82;11;8;8;10;8;1.7
2015;6;24;3;9;8;7;35;13;18;64;67;80;11;7;10;12;9;0.5
2015;6;24;4;23;30;13;68;14;28;48;58;71;10;8;9;14;11;0.7
2015;6;24;5;33;39;37;91;54;36;32;46;44;17;10;10;15;24;0.6
2015;6;24;6;35;39;58;118;79;45;38;38;28;16;16;18;27;19;0.8
2015;6;24;7;56;69;59;118;104;58;26;59;34;15;22;29;40;26;0.9
2015;6;24;8;56;72;39;117;81;56;29;79;53;26;18;21;42;25;0.7
2015;6;24;9;30;78;56;128;69;41;64;0;45;19;22;23;45;20;0.5
2015;6;24;10;20;52;36;111;62;56;89;0;75;20;28;0;44;33;1.4
2015;6;24;11;21;58;25;97;59;41;99;99;101;23;30;29;50;29;2.3
2015;6;24;12;16;54;27;94;47;32;117;114;100;30;27;29;43;32;1.2
2015;6;24;13;19;62;20;95;58;28;130;129;112;30;30;31;39;24;1.4
2015;6;24;14;19;51;30;81;58;31;137;137;101;34;30;29;44;30;3.6
2015;6;24;15;19;57;22;103;77;42;136;137;111;38;37;28;37;25;3.9
2015;6;24;16;22;68;25;101;56;38;136;139;106;37;33;27;40;24;3.3
2015;6;24;17;29;72;19;100;39;36;130;136;110;36;35;27;40;28;3.4
2015;6;24;18;25;78;22;84;54;41;126;128;107;34;35;27;37;24;2.7
2015;6;24;19;27;49;39;82;56;32;114;126;89;29;30;26;42;23;3.1
2015;6;24;20;26;47;9;82;38;30;99;99;103;27;33;21;32;23;1.8
2015;6;24;21;25;52;29;90;41;37;90;78;82;27;32;24;33;28;1
2015;6;24;22;29;23;33;78;75;82;77;61;76;28;29;29;38;31;0.8
2015;6;24;23;22;14;35;81;83;66;74;51;52;31;26;26;45;27;0
2015;6;25;0;18;13;22;54;41;56;71;45;63;26;22;22;42;28;0
2015;6;25;1;15;11;18;39;29;60;0;0;0;27;18;0;31;26;0
2015;6;25;2;13;8;15;38;34;46;61;33;61;25;24;20;28;21;0
2015;6;25;3;13;9;16;57;44;58;61;27;64;23;21;19;31;26;0
2015;6;25;4;16;15;36;77;69;75;55;20;43;23;16;21;40;26;0
2015;6;25;5;33;32;54;116;90;93;33;25;24;28;18;21;48;32;0
2015;6;25;6;41;65;57;114;90;116;42;32;28;30;30;26;56;66;0
2015;6;25;7;35;73;47;114;109;99;64;65;49;31;29;27;62;70;0.5
2015;6;25;8;24;43;50;138;101;104;87;84;58;26;24;21;69;50;0
2015;6;25;9;24;63;57;152;85;84;97;105;67;18;16;28;44;34;1.2
2015;6;25;10;25;72;39;151;113;55;102;98;96;12;23;21;38;29;1.2
2015;6;25;11;22;76;25;157;79;59;143;124;116;20;21;23;49;28;0.8
2015;6;25;12;18;81;24;106;72;64;148;137;125;29;28;19;37;42;2.7
2015;6;25;13;19;66;18;102;67;58;137;132;139;22;25;21;47;40;3.6
2015;6;25;14;19;68;15;122;65;36;134;123;136;31;22;23;46;54;3.4
2015;6;25;15;21;76;18;92;86;43;128;126;119;30;26;23;47;18;4.4
2015;6;25;16;25;81;23;110;80;33;129;126;110;33;29;20;36;17;4.2
2015;6;25;17;28;92;24;122;100;37;126;126;107;31;34;19;26;11;4.3
2015;6;25;18;33;78;29;132;92;36;115;117;101;28;40;18;28;20;3.5
2015;6;25;19;32;76;30;87;53;36;111;106;99;26;27;14;29;21;2.5
2015;6;25;20;30;76;35;69;44;59;100;100;95;27;25;15;33;28;1.1
2015;6;25;21;34;66;49;105;77;95;87;69;74;22;26;17;38;30;1.2
2015;6;25;22;42;71;80;101;62;85;71;56;46;23;31;19;41;29;0
2015;6;25;23;48;61;54;116;76;103;61;60;57;24;24;17;33;27;0
2015;6;26;0;38;27;59;91;65;81;46;61;50;24;18;20;34;24;0
2015;6;26;1;69;20;38;64;53;36;0;0;0;22;16;22;36;17;0
2015;6;26;2;26;19;22;76;51;32;42;67;80;24;16;19;33;14;0
2015;6;26;3;12;21;25;76;44;39;82;61;58;23;20;16;37;20;0.7
2015;6;26;4;13;21;29;116;71;46;72;48;64;20;27;23;47;23;0.5
2015;6;26;5;18;22;34;116;103;82;62;39;63;20;17;18;54;31;0.7
2015;6;26;6;34;53;42;132;118;100;54;31;56;28;32;20;76;61;1
2015;6;26;7;46;66;39;126;133;88;56;63;67;35;30;22;71;88;0.8
2015;6;26;8;58;72;48;131;95;99;53;87;72;31;29;26;55;57;0
2015;6;26;9;17;46;68;139;117;87;124;101;63;40;18;36;56;50;0.6
2015;6;26;10;18;50;37;108;74;53;132;126;100;18;22;37;58;36;3.2
2015;6;26;11;11;50;25;122;72;36;141;137;124;23;16;23;41;28;2.8
2015;6;26;12;14;60;27;114;67;32;148;140;128;22;21;22;40;56;2.7
2015;6;26;13;23;94;34;142;74;40;172;160;125;26;32;24;42;25;2.2
2015;6;26;14;23;72;46;97;83;41;172;161;115;32;29;25;36;20;2.1
2015;6;26;15;26;94;31;121;68;38;165;169;137;33;29;22;29;18;3.6
2015;6;26;16;32;108;33;137;45;36;170;177;133;34;33;19;30;18;3.1
2015;6;26;17;36;91;39;132;67;52;159;181;125;39;35;21;36;32;3.1
2015;6;26;18;46;105;41;139;72;79;133;161;121;33;28;18;34;35;3
2015;6;26;19;44;95;45;138;86;108;125;142;114;26;26;18;30;28;3.5
2015;6;26;20;39;130;40;97;88;74;114;112;119;24;31;21;37;26;1.7
2015;6;26;21;65;110;41;113;88;125;73;87;112;27;32;18;36;38;0
2015;6;26;22;70;108;25;138;98;119;60;77;128;33;33;17;42;40;0.5
2015;6;26;23;66;70;52;103;105;113;50;82;62;33;31;25;49;36;0
2015;6;27;0;99;27;38;73;105;112;18;81;77;33;25;27;55;34;0
2015;6;27;1;70;40;34;75;93;83;0;0;0;32;24;23;49;31;0
2015;6;27;2;19;22;61;92;67;53;85;88;42;29;24;26;43;24;0
2015;6;27;3;29;15;34;88;75;48;59;73;73;29;19;29;45;23;0
2015;6;27;4;44;25;36;93;76;87;42;82;62;42;25;24;44;29;0
2015;6;27;5;57;32;66;96;77;113;16;48;21;42;26;27;39;42;0
2015;6;27;6;71;45;64;109;87;106;8;71;36;46;26;34;46;38;0
2015;6;27;7;67;74;56;105;82;86;24;78;66;35;27;30;60;40;0.7
2015;6;27;8;49;83;39;129;73;76;67;89;105;33;34;26;40;34;0.6
2015;6;27;9;24;72;61;132;73;79;112;112;100;29;32;28;44;31;1.9
2015;6;27;10;17;73;45;134;73;61;132;123;128;25;26;30;51;32;2.9
2015;6;27;11;17;57;29;110;70;46;128;127;137;25;22;33;58;32;3.5
2015;6;27;12;14;50;26;91;46;35;130;122;121;31;25;34;47;29;4.2
2015;6;27;13;14;59;15;72;46;41;142;133;131;28;19;31;46;28;4.2
2015;6;27;14;15;60;26;75;43;53;137;130;112;26;26;32;42;35;4.5
2015;6;27;15;13;56;32;54;32;60;132;128;116;24;22;33;44;34;3.2
2015;6;27;16;15;67;38;58;30;63;137;131;106;30;29;33;41;32;5
2015;6;27;17;22;67;36;78;45;80;146;135;92;34;41;37;44;35;2
2015;6;27;18;24;69;52;114;52;86;138;135;76;30;35;37;46;40;4.2
2015;6;27;19;30;77;17;70;66;49;114;123;101;29;39;32;46;33;3.5
2015;6;27;20;37;69;13;64;58;35;85;97;100;36;47;30;45;30;2.1
2015;6;27;21;43;60;16;85;56;35;67;75;87;38;40;31;42;33;0
2015;6;27;22;37;39;34;88;78;66;54;64;69;40;40;30;44;41;0.5
2015;6;27;23;41;49;48;95;112;56;52;42;47;33;37;33;51;33;0.6
2015;6;28;0;54;62;36;86;52;44;39;42;68;32;34;32;50;27;0
2015;6;28;1;38;61;24;75;23;36;0;0;0;34;29;24;28;24;0
2015;6;28;2;25;32;15;45;19;29;51;53;72;35;20;20;24;19;0
2015;6;28;3;16;36;11;25;20;26;56;54;60;28;20;12;24;13;0.7
2015;6;28;4;24;29;13;23;20;25;37;50;58;27;20;9;25;14;1.1
2015;6;28;5;21;18;13;32;32;28;36;37;57;24;17;9;23;13;0
2015;6;28;6;13;17;14;42;37;33;46;46;58;25;15;9;25;14;0
2015;6;28;7;11;20;18;41;43;28;66;64;60;24;23;11;25;15;1
2015;6;28;8;10;21;14;62;43;38;83;72;77;24;16;15;24;17;1.3
2015;6;28;9;12;32;31;66;45;50;88;74;75;23;18;19;34;21;0.5
2015;6;28;10;14;32;17;78;50;45;98;85;110;22;18;19;33;22;1.2
2015;6;28;11;11;38;20;70;49;56;119;103;112;21;18;20;34;22;1.8
2015;6;28;12;10;33;17;51;47;42;140;133;124;25;21;17;33;20;1.3
2015;6;28;13;9;31;15;50;56;72;150;144;131;28;22;21;36;21;2.4
2015;6;28;14;11;26;11;66;50;40;128;129;142;34;23;23;38;23;1.5
2015;6;28;15;11;32;12;65;54;35;126;120;136;28;23;21;37;21;3.9
2015;6;28;16;16;37;13;65;52;34;124;118;130;22;20;20;35;22;3.4
2015;6;28;17;19;56;19;83;68;34;123;120;112;24;22;23;37;15;3.8
2015;6;28;18;23;57;29;106;78;43;122;120;95;24;23;21;33;18;2.8
2015;6;28;19;23;48;60;114;59;59;117;111;64;20;18;21;30;34;2.2
2015;6;28;20;46;61;40;111;76;65;75;95;76;22;21;20;31;19;2.1
2015;6;28;21;44;74;53;94;71;76;69;70;58;24;28;20;34;26;0
2015;6;28;22;38;63;25;86;75;100;61;57;84;24;23;23;30;35;1
2015;6;28;23;31;46;27;91;60;97;63;48;69;25;27;12;32;26;0
2015;6;29;0;28;20;47;68;66;80;46;50;33;24;17;19;34;28;0
2015;6;29;1;19;16;33;60;63;79;0;0;0;29;18;20;33;34;0
2015;6;29;2;16;11;25;45;42;70;53;46;45;23;16;16;31;33;0.6
2015;6;29;3;12;10;19;66;49;50;46;38;49;21;13;21;31;26;0
2015;6;29;4;15;15;34;70;62;52;47;15;31;19;18;20;30;26;0
2015;6;29;5;20;33;44;84;76;73;46;16;24;23;14;21;37;40;0.6
2015;6;29;6;46;51;55;106;97;91;22;34;24;33;20;25;58;72;0
2015;6;29;7;62;66;46;110;99;93;24;29;41;38;22;24;65;81;0.6
2015;6;29;8;82;79;68;125;145;100;25;56;40;36;35;29;61;70;0
2015;6;29;9;36;58;59;153;124;107;112;96;70;35;35;39;69;59;0
2015;6;29;10;16;44;60;144;107;106;144;131;0;34;28;37;56;51;1.3
2015;6;29;11;12;48;30;110;84;42;152;143;130;26;27;32;53;62;1.7
2015;6;29;12;19;60;30;116;96;42;178;136;135;0;36;29;47;24;1.2
2015;6;29;13;26;70;30;108;117;52;190;179;116;0;44;32;50;26;2
2015;6;29;14;23;76;35;106;70;54;188;184;103;0;44;31;47;27;3.7
2015;6;29;15;27;76;37;119;64;53;173;180;87;0;43;34;42;21;2.8
2015;6;29;16;32;75;45;145;59;75;155;170;85;0;35;28;35;21;3.2
2015;6;29;17;36;85;42;141;51;55;139;147;101;0;30;25;33;20;2.5
2015;6;29;18;36;82;45;156;70;68;137;141;102;0;31;24;36;24;2.6
2015;6;29;19;26;66;57;109;73;49;138;137;78;26;33;25;36;22;1.8
2015;6;29;20;23;54;31;65;63;42;121;115;89;25;23;23;41;14;2.8
2015;6;29;21;25;46;22;73;41;48;111;93;86;25;29;20;29;17;1.3
2015;6;29;22;22;42;19;69;67;49;98;89;85;28;23;17;27;23;0
2015;6;29;23;20;14;24;72;67;78;88;85;75;25;24;21;35;26;0
2015;6;30;0;16;12;38;63;60;59;88;88;49;28;23;24;36;24;0
2015;6;30;1;14;8;32;64;48;49;0;0;0;29;21;27;38;20;0
2015;6;30;2;10;9;25;49;38;49;79;42;58;0;25;24;40;25;0
2015;6;30;3;9;7;17;93;39;55;93;49;62;28;22;25;34;24;0
2015;6;30;4;10;10;21;103;59;70;89;28;67;26;15;21;36;27;0
2015;6;30;5;19;17;21;110;89;103;87;26;77;24;16;23;44;45;0.7
2015;6;30;6;26;40;38;126;102;126;78;27;66;27;24;23;58;59;0
2015;6;30;7;45;58;37;135;107;104;66;53;71;30;33;31;74;100;0.6
2015;6;30;8;36;66;44;129;153;96;86;86;77;35;28;32;70;83;1.3
2015;6;30;9;28;57;74;161;109;112;109;103;65;28;18;41;67;95;2.2
2015;6;30;10;17;45;64;152;78;69;123;122;71;27;22;51;61;59;2.9
2015;6;30;11;17;49;43;113;35;73;140;134;101;24;22;40;53;43;1.5
2015;6;30;12;19;70;12;99;47;48;157;138;114;31;28;27;42;33;1.6
2015;6;30;13;25;76;11;123;58;58;152;156;101;0;45;31;46;70;2.9
2015;6;30;14;22;68;9;94;36;56;148;149;99;45;41;30;47;31;3
2015;6;30;15;26;72;12;119;34;64;136;141;101;43;40;28;40;32;2.6
2015;6;30;16;30;81;12;114;28;51;126;137;88;46;40;29;37;29;2.6
2015;6;30;17;33;76;13;91;38;43;99;118;78;41;39;27;31;25;3.3
2015;6;30;18;30;75;11;93;36;46;84;99;81;38;34;22;32;22;2.5
2015;6;30;19;29;59;17;86;45;42;70;79;81;32;28;22;34;24;2.2
2015;6;30;20;26;55;23;65;32;30;66;62;72;29;29;26;34;27;2.2
2015;6;30;21;23;52;24;61;36;29;57;48;60;29;36;25;33;23;1.5
2015;6;30;22;27;38;31;62;51;37;46;37;47;40;36;27;38;19;0.7
2015;6;30;23;22;31;25;63;59;70;44;34;46;42;32;27;46;32;0
2015;7;1;0;17;20;17;53;53;66;47;40;43;35;27;26;43;25;0
2015;7;1;1;9;13;17;42;44;50;0;0;0;26;22;26;41;25;0.6
2015;7;1;2;7;9;11;35;36;50;68;46;45;33;23;21;39;20;0.6
2015;7;1;3;7;9;10;68;38;47;69;56;48;27;19;19;34;21;1
2015;7;1;4;9;12;19;70;66;59;67;49;39;21;20;18;36;31;0.8
2015;7;1;5;20;20;25;78;79;71;66;49;38;23;16;17;43;33;1.1
2015;7;1;6;23;41;40;109;94;94;68;48;38;29;22;18;74;49;0.5
2015;7;1;7;35;51;42;114;102;92;65;54;52;35;24;20;70;60;0.7
2015;7;1;8;35;73;52;132;106;93;73;86;56;27;27;27;60;52;1.1
2015;7;1;9;19;47;61;131;76;82;105;112;58;30;21;39;50;34;2.5
2015;7;1;10;19;45;17;106;46;74;115;117;108;31;19;36;41;23;2.7
2015;7;1;11;23;67;16;91;35;53;120;120;110;31;27;17;31;47;2.4
2015;7;1;12;28;72;22;83;45;43;133;133;108;33;34;14;34;38;2.2
2015;7;1;13;27;78;12;89;44;45;133;144;108;31;31;19;32;31;2.5
2015;7;1;14;27;79;12;76;36;51;119;132;101;32;33;19;35;31;2.8
2015;7;1;15;28;65;14;123;37;52;109;120;101;32;31;20;32;33;3.8
2015;7;1;16;33;84;14;105;37;56;103;114;98;29;31;21;29;27;2.8
2015;7;1;17;31;97;15;113;44;45;99;107;92;35;35;20;31;25;2.7
2015;7;1;18;35;86;19;108;85;43;86;99;88;33;35;17;34;26;2.2
2015;7;1;19;34;69;51;106;86;39;79;84;48;35;26;19;32;20;2
2015;7;1;20;30;52;51;80;48;36;76;74;46;37;34;23;29;21;1.7
2015;7;1;21;39;47;43;74;54;33;58;57;43;28;34;24;30;17;1.6
2015;7;1;22;28;24;64;83;78;81;63;49;22;34;31;30;40;19;0.6
2015;7;1;23;29;36;55;75;85;86;52;33;27;44;32;29;40;25;0
2015;7;2;0;69;24;32;68;65;73;4;52;38;41;29;26;41;28;0
2015;7;2;1;62;14;30;59;57;60;0;0;0;34;25;23;43;23;0
2015;7;2;2;13;9;17;33;38;57;55;51;47;27;19;20;36;23;0
2015;7;2;3;9;6;12;58;41;51;62;51;55;27;22;18;39;22;0
2015;7;2;4;10;11;16;91;55;65;69;52;56;27;0;15;33;27;0
2015;7;2;5;19;14;26;104;85;87;59;46;49;26;26;15;49;47;0.7
2015;7;2;6;35;36;41;119;96;104;47;45;43;35;23;25;62;66;1
2015;7;2;7;51;93;46;117;138;96;51;44;49;33;30;31;62;51;0
2015;7;2;8;72;104;60;134;130;93;34;64;51;38;48;30;65;58;0.9
2015;7;2;9;42;106;66;138;106;65;77;68;51;44;42;0;58;30;0.6
2015;7;2;10;34;90;37;126;65;62;90;74;82;32;33;33;44;35;0.8
2015;7;2;11;31;97;28;108;37;60;109;102;93;35;36;26;34;59;1.2
2015;7;2;12;28;82;30;95;52;59;128;120;85;35;29;20;32;49;2.2
2015;7;2;13;25;66;26;117;51;50;152;147;86;40;30;24;39;32;2.2
2015;7;2;14;21;76;23;98;42;58;158;158;89;40;29;18;35;41;3
2015;7;2;15;32;74;27;112;38;59;144;153;85;35;41;18;29;29;2.1
2015;7;2;16;36;81;31;107;43;52;126;130;83;32;27;16;39;30;2.8
2015;7;2;17;41;88;24;124;50;46;100;116;89;31;26;18;27;20;3
2015;7;2;18;36;100;36;122;77;48;94;96;78;30;18;21;25;22;2.7
2015;7;2;19;38;100;65;102;95;68;86;79;52;25;29;26;34;20;1.9
2015;7;2;20;55;98;29;61;87;58;64;59;82;37;32;27;37;19;1.1
2015;7;2;21;62;71;27;87;83;95;53;62;72;0;31;22;41;44;0.9
2015;7;2;22;74;60;54;96;83;97;24;62;50;0;32;24;51;34;0
2015;7;2;23;83;51;62;93;85;94;9;58;25;37;31;31;57;32;0
2015;7;3;0;44;39;40;73;91;77;44;58;38;40;30;25;50;34;0.5
2015;7;3;1;18;23;31;64;69;60;0;0;0;38;24;24;45;32;1.5
2015;7;3;2;21;26;29;57;66;65;54;49;48;33;23;0;39;25;2.5
2015;7;3;3;40;47;36;63;61;51;28;50;35;32;31;0;36;26;1.8
2015;7;3;4;49;54;48;106;71;49;13;47;17;35;26;32;52;30;1.3
2015;7;3;5;36;51;58;130;86;75;29;46;11;41;25;28;62;75;1.1
2015;7;3;6;24;50;61;115;110;97;47;32;15;46;35;31;71;87;1.2
2015;7;3;7;36;45;45;115;138;77;52;27;46;41;29;33;80;92;0.6
2015;7;3;8;31;55;47;128;128;74;77;65;59;38;34;30;76;71;2
2015;7;3;9;32;72;54;144;115;92;94;96;71;42;33;0;69;83;1.2
2015;7;3;10;28;85;54;129;103;60;113;109;84;42;31;40;69;39;0.9
2015;7;3;11;15;83;50;155;78;90;134;112;99;36;32;36;55;42;2.5
2015;7;3;12;16;71;53;150;107;94;146;120;96;32;29;32;46;40;1.2
2015;7;3;13;23;92;46;150;96;67;154;141;100;27;33;36;49;41;2.6
2015;7;3;14;31;94;40;134;70;62;153;147;129;37;67;33;43;42;0.8
2015;7;3;15;29;93;34;147;62;61;160;166;126;42;44;33;50;30;3.4
2015;7;3;16;31;99;27;144;74;50;138;143;120;42;34;29;54;27;3.2
2015;7;3;17;30;103;37;159;86;49;125;129;100;34;30;23;45;24;3.2
2015;7;3;18;38;104;33;175;100;50;106;109;97;28;28;13;42;16;2.5
2015;7;3;19;53;147;47;160;113;71;86;78;82;23;32;17;38;21;0.9
2015;7;3;20;66;37;61;116;101;74;49;78;62;35;22;17;41;27;1
2015;7;3;21;61;35;70;127;103;121;38;68;52;52;26;21;37;43;0.6
2015;7;3;22;88;66;69;116;118;108;19;42;32;45;32;27;46;36;0
2015;7;3;23;81;53;50;96;118;102;27;61;42;42;30;28;130;30;0
2015;7;4;0;37;32;50;83;106;92;56;69;39;42;22;22;90;29;0
2015;7;4;1;72;28;47;82;88;91;0;0;0;36;20;20;53;27;0
2015;7;4;2;39;21;41;69;71;84;41;42;41;35;24;19;55;23;0
2015;7;4;3;31;32;26;61;64;75;51;43;61;29;24;22;43;28;0
2015;7;4;4;64;33;36;66;77;79;19;48;43;32;28;25;45;32;0.8
2015;7;4;5;58;31;46;77;71;86;36;51;36;32;32;28;45;39;0
2015;7;4;6;56;64;55;95;78;89;39;53;38;40;58;32;50;40;0
2015;7;4;7;96;94;43;104;76;61;14;84;63;49;44;30;60;31;0.5
2015;7;4;8;66;87;47;125;82;68;64;111;88;44;39;27;64;42;0.7
